단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-03-12 17:46,40000,군자동,서울특별시 광진구 광나루로 379,안전지대,미견인
2022-03-12 17:47,40000,군자동,서울특별시 광진구 광나루로 381-1,안전지대,미견인
2022-03-12 17:51,40000,군자동,서울 광진구 군자동 374-19 광진광장,교통소통장애,미견인
2022-03-12 17:52,40000,중곡동,서울특별시 광진구 용마산로 89,버스정류소,미견인
2022-03-12 18:03,40000,중곡동,서울특별시 광진구 능동로 415,버스정류소,미견인
2022-03-12 18:09,40000,중곡동,서울특별시 광진구 능동로 393,버스정류소,미견인
2022-03-12 20:19,40000,구의동,서울 광진구 구의동 252-20,교통소통장애,미견인
2022-03-12 20:20,40000,구의동,서울 광진구 구의동 252-20,도로 모퉁이,미견인
2022-03-12 20:25,40000,구의동,서울 광진구 구의동 257-25,주차방법위반,미견인
2022-03-12 20:27,40000,중곡동,서울 광진구 중곡동 100-16,교통소통장애,미견인
2022-03-12 20:29,40000,중곡동,서울 광진구 중곡동 87-14,교통소통장애,미견인
2022-03-12 20:32,40000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-03-12 20:33,40000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-03-12 20:33,40000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-03-12 20:33,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-03-12 20:34,40000,구의동,서울특별시 광진구 자양로18길 56,횡단보도,미견인
2022-03-12 20:34,40000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-03-12 20:36,40000,구의동,서울특별시 광진구 아차산로 439,교통소통장애,미견인
2022-03-12 20:37,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-03-12 21:06,40000,화양동,서울 광진구 화양동 12-63,도로 모퉁이,미견인
2022-03-12 21:12,10000,화양동,서울특별시 광진구 능동로19길 35,도로 모퉁이,미견인
2022-03-12 21:13,40000,화양동,서울특별시 광진구 능동로19길 35,도로 모퉁이,미견인
2022-03-12 21:14,40000,군자동,서울 광진구 군자동 498,도로 모퉁이,미견인
2022-03-12 21:14,40000,화양동,서울특별시 광진구 능동로19길 35,교통소통장애,미견인
2022-03-12 21:15,40000,화양동,서울특별시 광진구 광나루로18길 15,교통소통장애,미견인
2022-03-12 21:17,40000,군자동,서울 광진구 군자동 498,교통소통장애,미견인
2022-03-12 21:18,40000,군자동,서울 광진구 군자동 473-10,교통소통장애,미견인
2022-03-12 21:18,40000,능동,서울특별시 광진구 천호대로 596,보도,미견인
2022-03-12 21:19,40000,군자동,서울 광진구 군자동 498,교통소통장애,미견인
2022-03-12 21:20,40000,군자동,서울 광진구 군자동 498,교통소통장애,미견인
2022-03-12 21:21,40000,화양동,서울 광진구 화양동 111-225,교통소통장애,미견인
2022-03-12 21:22,40000,화양동,서울 광진구 화양동 111-225,교통소통장애,미견인
2022-03-12 21:23,40000,화양동,서울 광진구 화양동 111-225,교통소통장애,미견인
2022-03-12 21:51,40000,구의동,서울 광진구 구의동 229-24,도로 모퉁이,미견인
2022-03-12 21:54,40000,구의동,서울 광진구 구의동 239-7,교통소통장애,미견인
2022-03-12 22:13,40000,중곡동,서울 광진구 중곡동 267-5,교통소통장애,미견인
2022-03-12 22:18,40000,중곡동,서울 광진구 중곡동 264-6,보도,미견인
2022-03-12 22:18,40000,중곡동,서울 광진구 중곡동 264-6,보도,미견인
2022-03-12 22:19,40000,중곡동,서울 광진구 중곡동 264-6,보도,미견인
2022-03-12 22:23,40000,중곡동,서울특별시 광진구 면목로 173,교통소통장애,미견인
2022-03-12 22:26,40000,중곡동,서울 광진구 중곡동 199-1,보도,미견인
2022-03-12 23:01,40000,중곡동,서울 광진구 중곡동 267-1,교통소통장애,미견인
2022-03-13 5:41,40000,화양동,서울특별시 광진구 동일로24길 24,교통소통장애,미견인
2022-03-13 5:59,40000,구의동,서울특별시 광진구 영화사로13길 3,교통소통장애,미견인
2022-03-13 6:00,40000,구의동,서울특별시 광진구 영화사로13길 7,교통소통장애,미견인
2022-03-13 6:15,40000,구의동,서울 광진구 구의동 218-25,도로 모퉁이,미견인
2022-03-13 8:26,40000,군자동,서울특별시 광진구 능동로25길 15,주차금지(황색점선)구역,미견인
2022-03-13 10:58,40000,능동,서울 광진구 능동 269-2,교통소통장애,미견인
2022-03-13 11:24,40000,중곡동,서울 광진구 중곡동 150-103,교통소통장애,미견인
2022-03-13 11:24,40000,중곡동,서울 광진구 중곡동 150-103,소화전,미견인
2022-03-13 11:34,40000,중곡동,서울특별시 광진구 용마산로 82,교차로,미견인
2022-03-13 11:36,40000,구의동,서울특별시 광진구 천호대로132길 39,교통소통장애,미견인
2022-03-13 11:49,40000,중곡동,서울특별시 광진구 영화사로 27,횡단보도,미견인
2022-03-13 11:50,40000,구의동,서울특별시 광진구 영화사로13길 6,교통소통장애,견인처리
2022-03-13 11:52,40000,구의동,서울 광진구 구의동 550,교통소통장애,미견인
2022-03-13 11:54,40000,중곡동,서울 광진구 중곡동 440,도로 모퉁이,미견인
2022-03-13 11:55,40000,중곡동,서울특별시 광진구 영화사로 48-1,교통소통장애,미견인
2022-03-13 12:18,40000,광장동,서울 광진구 광장동 486-1,교통소통장애,미견인
2022-03-13 12:20,40000,광장동,서울 광진구 광장동 486-1,교통소통장애,미견인
2022-03-13 12:21,40000,광장동,서울 광진구 광장동 486-1,교통소통장애,미견인
2022-03-13 12:22,40000,광장동,서울 광진구 광장동 486-1,교통소통장애,미견인
2022-03-13 12:23,40000,광장동,서울 광진구 광장동 486-1,교통소통장애,미견인
2022-03-13 12:24,40000,광장동,서울 광진구 광장동 486-1,주정차금지(황색실선)구역,미견인
2022-03-13 12:25,40000,광장동,서울 광진구 광장동 486-1,도로 모퉁이,미견인
2022-03-13 12:26,40000,광장동,서울 광진구 광장동 486-1,교통소통장애,미견인
